1432210018743	0.2939453,0.16625977,-1.0412598	-103.18909,-7.305908,163.49304
1432210018744	0.2939453,0.16625977,-1.0412598	-103.18909,-7.305908,163.49304
1432210018746	0.2939453,0.16625977,-1.0412598	-103.18909,-7.305908,163.49304
1432210018787	0.34570313,0.28100586,-1.2126465	-102.23877,-6.82251,161.94946
1432210018788	0.34570313,0.28100586,-1.2126465	-102.23877,-6.82251,161.94946
1432210018789	0.34570313,0.28100586,-1.2126465	-102.23877,-6.82251,161.94946
1432210018866	-0.016479492,0.19140625,-0.72314453	-99.12964,-9.140625,156.08826
1432210018868	-0.016479492,0.19140625,-0.72314453	-99.12964,-9.140625,156.08826
1432210018914	-0.068847656,0.32617188,-0.75878906	-96.68518,-10.338135,153.17139
1432210018917	-0.068847656,0.32617188,-0.75878906	-96.68518,-10.338135,153.17139
1432210018920	-0.068847656,0.32617188,-0.75878906	-96.68518,-10.338135,153.17139
1432210018966	0.10498047,0.3980713,-0.82177734	-96.36658,-12.035522,151.19934
1432210018967	0.10498047,0.3980713,-0.82177734	-96.36658,-12.035522,151.19934
1432210018969	0.10498047,0.3980713,-0.82177734	-96.36658,-12.035522,151.19934
1432210019020	0.19165039,0.46972656,-0.8878174	-97.93213,-13.535156,151.33118
1432210019021	0.19165039,0.46972656,-0.8878174	-97.93213,-13.535156,151.33118
1432210019022	0.19165039,0.46972656,-0.8878174	-97.93213,-13.535156,151.33118
1432210019422	0.35290527,0.45007324,-0.7375488	-108.759155,-18.57788,149.56787
1432210019466	0.28710938,0.38391113,-0.72143555	-107.45178,-19.242554,147.04102
1432210019468	0.28710938,0.38391113,-0.72143555	-107.45178,-19.242554,147.04102
1432210019469	0.28710938,0.38391113,-0.72143555	-107.45178,-19.242554,147.04102
1432210019515	0.4519043,0.4177246,-0.60717773	-104.84253,-21.450806,143.17932
1432210019517	0.4519043,0.4177246,-0.60717773	-104.84253,-21.450806,143.17932
1432210019518	0.4519043,0.4177246,-0.60717773	-104.84253,-21.450806,143.17932
1432210019747	0.19824219,0.5560303,-0.33032227	-104.99634,-35.837402,122.958984
1432210019748	0.19824219,0.5560303,-0.33032227	-104.99634,-35.837402,122.958984
1432210019749	0.19824219,0.5560303,-0.33032227	-104.99634,-35.837402,122.958984
1432210019796	1.2733154,1.1136475,-0.34716797	-99.02527,-39.309082,113.79089
1432210019798	1.2733154,1.1136475,-0.34716797	-99.02527,-39.309082,113.79089
1432210019799	1.2733154,1.1136475,-0.34716797	-99.02527,-39.309082,113.79089
1432210019895	0.6588135,0.6656494,-0.22631836	-97.81128,-43.807983,106.68274
1432210019898	0.6588135,0.6656494,-0.22631836	-97.81128,-43.807983,106.68274
1432210019900	0.6588135,0.6656494,-0.22631836	-97.81128,-43.807983,106.68274
1432210019915	0.80895996,0.7849121,-0.3930664	-99.72839,-45.829468,106.413574
1432210019917	0.80895996,0.7849121,-0.3930664	-99.72839,-45.829468,106.413574
1432210019919	0.80895996,0.7849121,-0.3930664	-99.72839,-45.829468,106.413574
1432210019964	0.8059082,0.7796631,-0.3968506	-110.51697,-47.24121,111.500244
1432210019966	0.8059082,0.7796631,-0.3968506	-110.51697,-47.24121,111.500244
1432210019968	0.8059082,0.7796631,-0.3968506	-110.51697,-47.24121,111.500244
1432210020012	0.4473877,0.7996826,-0.491333	-116.0376,-46.66992,115.03235
1432210020015	0.4473877,0.7996826,-0.491333	-116.0376,-46.66992,115.03235
1432210020107	0.6196289,0.23742676,-0.52978516	-126.92505,-41.654663,121.55823
1432210020108	0.6196289,0.23742676,-0.52978516	-126.92505,-41.654663,121.55823
1432210020109	0.6196289,0.23742676,-0.52978516	-126.92505,-41.654663,121.55823
1432210020191	0.50219727,0.38452148,-0.6335449	-139.35059,-32.821655,132.40723
1432210020193	0.50219727,0.38452148,-0.6335449	-139.35059,-32.821655,132.40723
1432210020194	0.50219727,0.38452148,-0.6335449	-139.35059,-32.821655,132.40723
1432210020230	0.645874,0.111816406,-0.6307373	-143.05298,-29.28955,138.18604
1432210020235	0.645874,0.111816406,-0.6307373	-143.05298,-29.28955,138.18604
1432210020237	0.645874,0.111816406,-0.6307373	-143.05298,-29.28955,138.18604
1432210020324	0.29711914,0.5683594,-0.91833496	-152.10022,-19.649048,150.29846
1432210020326	0.29711914,0.5683594,-0.91833496	-152.10022,-19.649048,150.29846
1432210020327	0.29711914,0.5683594,-0.91833496	-152.10022,-19.649048,150.29846
1432210020598	0.16967773,0.20227051,-0.75109863	-151.85852,-16.226807,153.97339
1432210020599	0.16967773,0.20227051,-0.75109863	-151.85852,-16.226807,153.97339
1432210020600	0.16967773,0.20227051,-0.75109863	-151.85852,-16.226807,153.97339
1432210020673	0.25793457,0.28076172,-0.8220215	-148.05725,-14.875488,156.3739
1432210020675	0.25793457,0.28076172,-0.8220215	-148.05725,-14.875488,156.3739
1432210020676	0.25793457,0.28076172,-0.8220215	-148.05725,-14.875488,156.3739
1432210020716	0.23022461,0.27038574,-0.77282715	-146.55762,-14.72168,157.16492
1432210020720	0.23022461,0.27038574,-0.77282715	-146.55762,-14.72168,157.16492
1432210020721	0.23022461,0.27038574,-0.77282715	-146.55762,-14.72168,157.16492
1432210020760	0.23571777,0.2565918,-0.8529053	-143.45947,-14.47998,158.57117
1432210020762	0.23571777,0.2565918,-0.8529053	-143.45947,-14.47998,158.57117
1432210020766	0.23571777,0.2565918,-0.8529053	-143.45947,-14.47998,158.57117
1432210020810	0.34313965,0.37902832,-0.77783203	-141.36108,-15.617065,159.9939
1432210020818	0.34313965,0.37902832,-0.77783203	-141.36108,-15.617065,159.9939
1432210020820	0.34313965,0.37902832,-0.77783203	-141.36108,-15.617065,159.9939
1432210020843	0.26965332,0.4703369,-0.8165283	-140.55908,-16.265259,160.51575
1432210020845	0.26965332,0.4703369,-0.8165283	-140.55908,-16.265259,160.51575
1432210020847	0.26965332,0.4703369,-0.8165283	-140.55908,-16.265259,160.51575
1432210020941	0.4613037,0.33581543,-1.0062256	-145.72266,-12.738647,164.88281
1432210020943	0.4613037,0.33581543,-1.0062256	-145.72266,-12.738647,164.88281
1432210020997	0.23925781,0.19799805,-0.89953613	-147.38708,-10.343628,166.70105
1432210020999	0.23925781,0.19799805,-0.89953613	-147.38708,-10.343628,166.70105
1432210021001	0.23925781,0.19799805,-0.89953613	-147.38708,-10.343628,166.70105
1432210021035	0.18518066,0.21240234,-0.9061279	-149.4635,-8.4210205,168.00293
1432210021037	0.18518066,0.21240234,-0.9061279	-149.4635,-8.4210205,168.00293
1432210021038	0.18518066,0.21240234,-0.9061279	-149.4635,-8.4210205,168.00293
1432210021217	0.28601074,0.18029785,-0.73950195	-151.01257,-7.305908,162.86682
1432210021219	0.28601074,0.18029785,-0.73950195	-151.01257,-7.305908,162.86682
1432210021220	0.28601074,0.18029785,-0.73950195	-151.01257,-7.305908,162.86682
1432210021298	0.07946777,0.17529297,-0.7393799	-149.02405,-7.800293,161.58691
1432210021300	0.07946777,0.17529297,-0.7393799	-149.02405,-7.800293,161.58691
1432210021359	0.20227051,-0.008056641,-1.0058594	-147.27722,-8.745117,161.37817
1432210021361	0.20227051,-0.008056641,-1.0058594	-147.27722,-8.745117,161.37817
1432210021362	0.20227051,-0.008056641,-1.0058594	-147.27722,-8.745117,161.37817
1432210021398	0.17150879,0.4482422,-1.12146	-140.69092,-8.865967,161.66931
1432210021401	0.17150879,0.4482422,-1.12146	-140.69092,-8.865967,161.66931
1432210021402	0.17150879,0.4482422,-1.12146	-140.69092,-8.865967,161.66931
1432210021439	0.23986816,0.2515869,-0.9592285	-138.46619,-8.898926,159.30176
1432210021447	0.23986816,0.2515869,-0.9592285	-138.46619,-8.898926,159.30176
1432210021449	0.23986816,0.2515869,-0.9592285	-138.46619,-8.898926,159.30176
1432210021523	-0.040771484,0.22045898,-1.2408447	-129.56177,-2.1588135,162.47131
1432210021524	-0.040771484,0.22045898,-1.2408447	-129.56177,-2.1588135,162.47131
1432210021525	-0.040771484,0.22045898,-1.2408447	-129.56177,-2.1588135,162.47131
1432210021569	-0.05126953,0.14416504,-1.1549072	-129.72107,-0.07141113,163.21838
1432210021572	-0.05126953,0.14416504,-1.1549072	-129.72107,-0.07141113,163.21838
1432210021574	-0.05126953,0.14416504,-1.1549072	-129.72107,-0.07141113,163.21838
1432210021621	0.045898438,0.28308105,-1.2061768	-128.4906,2.1368408,165.0586
1432210021624	0.045898438,0.28308105,-1.2061768	-128.4906,2.1368408,165.0586
1432210021625	0.045898438,0.28308105,-1.2061768	-128.4906,2.1368408,165.0586
1432210021906	-0.036376953,0.08215332,-1.2260742	-114.38965,4.185791,170.58472
1432210021908	-0.036376953,0.08215332,-1.2260742	-114.38965,4.185791,170.58472
1432210021911	-0.036376953,0.08215332,-1.2260742	-114.38965,4.185791,170.58472
1432210021995	0.063964844,0.26208496,-1.3734131	-112.95044,5.7128906,169.3872
1432210021996	0.063964844,0.26208496,-1.3734131	-112.95044,5.7128906,169.3872
1432210022072	0.037963867,0.10546875,-1.1943359	-118.306274,4.9438477,165.65186
1432210022073	0.037963867,0.10546875,-1.1943359	-118.306274,4.9438477,165.65186
1432210022075	0.037963867,0.10546875,-1.1943359	-118.306274,4.9438477,165.65186
1432210022119	0.030883789,0.24499512,-1.1866455	-121.8988,3.8452148,163.07556
1432210022120	0.030883789,0.24499512,-1.1866455	-121.8988,3.8452148,163.07556
1432210022121	0.030883789,0.24499512,-1.1866455	-121.8988,3.8452148,163.07556
1432210022301	-0.20251465,0.15844727,-1.010498	-122.84363,6.4434814,162.16919
1432210022303	-0.20251465,0.15844727,-1.010498	-122.84363,6.4434814,162.16919
1432210022394	-0.099975586,-0.072021484,-1.1773682	-120.06409,6.333618,171.67236
1432210022397	-0.099975586,-0.072021484,-1.1773682	-120.06409,6.333618,171.67236
1432210022399	-0.099975586,-0.072021484,-1.1773682	-120.06409,6.333618,171.67236
1432210022526	-0.043701172,0.030883789,-1.0314941	-131.58325,0.7196045,176.43494
1432210022528	-0.043701172,0.030883789,-1.0314941	-131.58325,0.7196045,176.43494
1432210022578	-0.0501709,-0.0048828125,-1.0124512	-132.56653,0.6427002,176.4624
1432210022582	-0.0501709,-0.0048828125,-1.0124512	-132.56653,0.6427002,176.4624
1432210022584	-0.0501709,-0.0048828125,-1.0124512	-132.56653,0.6427002,176.4624
1432210022625	-0.07373047,-0.06335449,-0.92529297	-132.06665,1.2744141,176.90735
1432210022627	-0.07373047,-0.06335449,-0.92529297	-132.06665,1.2744141,176.90735
1432210022629	-0.07373047,-0.06335449,-0.92529297	-132.06665,1.2744141,176.90735
1432210022677	-0.028686523,-0.10217285,-0.8977051	-131.4624,2.977295,178.19275
1432210022678	-0.028686523,-0.10217285,-0.8977051	-131.4624,2.977295,178.19275
1432210022679	-0.028686523,-0.10217285,-0.8977051	-131.4624,2.977295,178.19275
1432210022766	-0.049438477,-0.14953613,-0.6600342	-131.2262,4.86145,179.79126
1432210022807	-0.11816406,-0.15917969,-0.7216797	-131.3086,5.899658,-178.51685
1432210022809	-0.11816406,-0.15917969,-0.7216797	-131.3086,5.899658,-178.51685
1432210022817	-0.11816406,-0.15917969,-0.7216797	-131.3086,5.899658,-178.51685
1432210022849	0.04272461,-0.1459961,-1.1206055	-133.04993,5.52063,-173.573
1432210022850	0.04272461,-0.1459961,-1.1206055	-133.04993,5.52063,-173.573
1432210022851	0.04272461,-0.1459961,-1.1206055	-133.04993,5.52063,-173.573
1432210023203	-0.07751465,-0.09362793,-0.91845703	-141.99829,4.883423,-176.96777
1432210023206	-0.07751465,-0.09362793,-0.91845703	-141.99829,4.883423,-176.96777
1432210023207	-0.07751465,-0.09362793,-0.91845703	-141.99829,4.883423,-176.96777
1432210023255	-0.049560547,-0.11669922,-0.8857422	-142.3883,5.0042725,-177.61597
1432210023256	-0.049560547,-0.11669922,-0.8857422	-142.3883,5.0042725,-177.61597
1432210023258	-0.049560547,-0.11669922,-0.8857422	-142.3883,5.0042725,-177.61597
1432210023400	-0.08898926,-0.19348145,-1.0548096	-141.78955,6.4105225,-173.8092
1432210023434	-0.09777832,-0.19177246,-1.2434082	-141.61926,6.668701,-172.08984
1432210023436	-0.09777832,-0.19177246,-1.2434082	-141.61926,6.668701,-172.08984
1432210023438	-0.09777832,-0.19177246,-1.2434082	-141.61926,6.668701,-172.08984
1432210023482	-0.064697266,-0.14343262,-0.8342285	-143.23975,5.361328,-171.35925
1432210023483	-0.064697266,-0.14343262,-0.8342285	-143.23975,5.361328,-171.35925
1432210023485	-0.064697266,-0.14343262,-0.8342285	-143.23975,5.361328,-171.35925
1432210023533	-0.14477539,-0.17834473,-1.1022949	-142.81677,5.119629,-170.5957
1432210023534	-0.14477539,-0.17834473,-1.1022949	-142.81677,5.119629,-170.5957
1432210023535	-0.14477539,-0.17834473,-1.1022949	-142.81677,5.119629,-170.5957
1432210023585	-0.068359375,-0.12219238,-1.0048828	-141.61377,5.2130127,-169.83215
1432210023587	-0.068359375,-0.12219238,-1.0048828	-141.61377,5.2130127,-169.83215
1432210023589	-0.068359375,-0.12219238,-1.0048828	-141.61377,5.2130127,-169.83215
1432210023672	-0.029418945,-0.1348877,-1.0194092	-140.3888,5.1470947,-170.57373
1432210023673	-0.029418945,-0.1348877,-1.0194092	-140.3888,5.1470947,-170.57373
1432210023674	-0.029418945,-0.1348877,-1.0194092	-140.3888,5.1470947,-170.57373
1432210023702	0.020507813,-0.15393066,-1.0130615	-138.60352,4.817505,-171.51306
1432210023704	0.020507813,-0.15393066,-1.0130615	-138.60352,4.817505,-171.51306
1432210023706	0.020507813,-0.15393066,-1.0130615	-138.60352,4.817505,-171.51306
1432210023755	-0.05041504,-0.118774414,-1.0460205	-137.14783,5.762329,-172.4414
1432210023757	-0.05041504,-0.118774414,-1.0460205	-137.14783,5.762329,-172.4414
1432210023758	-0.05041504,-0.118774414,-1.0460205	-137.14783,5.762329,-172.4414
1432210023803	-0.088256836,-0.18371582,-0.99243164	-136.1261,6.1688232,-173.52356
1432210023805	-0.088256836,-0.18371582,-0.99243164	-136.1261,6.1688232,-173.52356
1432210023806	-0.088256836,-0.18371582,-0.99243164	-136.1261,6.1688232,-173.52356
1432210023931	-0.1574707,-0.07287598,-1.0128174	-134.58801,8.069458,-177.5885
1432210023933	-0.1574707,-0.07287598,-1.0128174	-134.58801,8.069458,-177.5885
1432210023935	-0.1574707,-0.07287598,-1.0128174	-134.58801,8.069458,-177.5885
1432210023980	-0.15783691,-0.107910156,-1.024292	-134.6814,8.734131,-178.42346
1432210023982	-0.15783691,-0.107910156,-1.024292	-134.6814,8.734131,-178.42346
1432210023984	-0.15783691,-0.107910156,-1.024292	-134.6814,8.734131,-178.42346
1432210024027	-0.13977051,-0.07556152,-0.9571533	-133.74207,9.61853,-177.85217
1432210024029	-0.13977051,-0.07556152,-0.9571533	-133.74207,9.61853,-177.85217
1432210024031	-0.13977051,-0.07556152,-0.9571533	-133.74207,9.61853,-177.85217
